	tweets	class
386	"(RT) Fat Bastard (my beagle) is writing his ""tail-all"" confessional diary about online dating..."	3
387	- Fat Bastard sends hugs for retweet on Austin Girl blog: http://austingirlblog.wordpress.com (need feedback on writing)	3
388	jizz in my pants is old news nigga. Keep up LOL. instead of doing it locally just come over early and do it here. Fuck local shit	3
389	@lastlee...that movie was good...not boring...very gay....but equally good	3
390	fuck u and ur early screenings...jealous...prepare for tuesday mash...im coming with woody to freebirds/mash	3
391	cant wait to get FUCKED THE FUCK UP	3
392	well if they hate you  are they still considered a fan?	3
393	I'm kinda meh on it--It wouldn't even be a contest as Madonna would kick his ass while he was running around screaming.	3
394	ok I take you off of my hate list and send you hugs  I am in business..this is my alter ego. mwahahah	3
395	http://twitpic.com/rt32 - omg :/ sucks to be u. hope u got some good tunes going makes it more delightful to sit through.	3
396	it's one thing if it's my friends using it on me  but I hate when 23 year olds message me on OKC and call me that or Older woman	3
397	that would be one shocking pussy lol	3
398	 Totally agree with you.  Fuck Prop 8.  very cool that apple came out publicly against 8 on the website.	3
399	u know  that's what I hate about Ohio  seeing grown up idiots in shorts when it's freezing outside :0)	3
400	fuck yes	3
401	:) if she is a dumb hoe why'd he put his cock in her?	3
402	still nothing.  Lucky for you I have the free time to hop on twitter and remind you that you still fucking owe me.	3
403	charter sucks as is nothing but trouble - att needs to roll out uverse faster!	3
404	did Santa cum n visit u huny?	3
405	nice voicemail... i didn't enjoy it cuz i am a bitch.	3
406	summer workout tape? How you gonna workout to Kanyes depressing ass album  ok  maybe 2 songs	3
407	Well I I said some words about Pollgod that i didnt mean because a SP member was being a fuck head lol	3
408	i'm with you on the new yrs res! i'm 10lbs chubbier than i was 8 mos ago and i ALSO thought i was completely immune to fat! :(	3
409	Oh  you bastard.  You couldn't wait until I'm not busy.  I'll probably catch the tail end again.  Damn it all.	3
410	How is the Loser episode?  Lotsa crying??	3
411	I am Dutch ;) Over here  there's a difference between the fat ho-ho santa and st. nicolas (sinterklaas).	3
412	fuck off!!!	3
413	ducking ducking ducking. Stupid ass autocorrect	3
414	DAMN TJ  You getting called out in songs now??!!	3
415	LMAO!! I aint gonna front  shit did look kinda moist! Ol Duncan Hines Ass!!! LOL!!	3
416	my programs is telling me the same damn thing. WTH!?!	3
417	I wanna see her tall lanky ass playin tennis  lol	3
418	The guy who runs it is a major dick  underpays or doesn't pay models. He's harassed me and belittled me.	3
419	Yeah it was four years ago  but I have a long memory. I also still hate the Avalanche even though they've sucked for years. :}	3
420	Grew up a Habs fan  which meant I had to hate the Leafs when I moved to Toronto  which meant embracing the Wings.	3
421	Wilt fresh spinach with hot bacon fat and top with bacon!	3
422	 Graphic novel class? I hate you but I love you but still I hate you and oh yesh  Hows ya boy JImmy?	3
423	usually  if I am at the point where I'm ready to say something mean  I will click away. I hate mean people.  hate them.	3
424	yes  it's winter time and i'd hate for her ears to get cold out there on the ocean city boardwalk.	3
425	Now I know you're really are GAY!	3
426	Me?? Hairy ass??? WTF?!?! I would laser that shit...	3
427	which keyboard do u hate? I hate iPhone keyboard. Yes touchscreen is cool but I WISH I had actual buttons 2 push! Less typo's	3
428	write more books  sccessful new venture with me  &bring fat fat 2 L.A. so we can hang out and buy our sons a bunch of cute clothes	3
429	Fuck you  McGaffigan. I WANT TO GO. NAO!	3
430	You can stop voting now. Holy fuck. If only McCain had you on his side  and you were 18.	3
431	You bash Nickelback  but you listen to Staind? WTF?! I hate both  btw.	3
432	I nominate @Badhorse_ for a Shorty Award in #green because... Why the fuck not?	3
433	Joanne Angel? You know how much I hate you right now :p &lt;3 XXXorcist	3
434	I also lost my wallet over the weekend! its sucks  in my case I was just dumb and appear to have dropped it somewhere...	3
435	dunno  I just saw her go at the top of stairs; It seemed like an ass slide.	3
436	It's just crazy. This boy is fucking up my sleep schedule. Probably why I don't mind too much. ;)	3
437	"RE: Hugh's daughter.  I just hate to see when a female CEO step down and says it's so ""company can evolve"" AAARRRG!"	3
438	like tha new 50 shit fire.  finally sum club gangsta shit i neede that!!! hook is catchy as fuck and 50 whas rappin good.	3
439	i fuck wit u.  u got skillz homie.	3
440	-- damn fool. you're a 247 workhorse!	3
441	#NAME?	3
442	-- damn homie ... in highschool you was the man homie. fuck happened to you?	3
443	--- that shit right there fool ... is FUCKING TIGHT!!!! --- http://tinyurl.com/6fro26	3
444	no. ur 13 get the fuck off the internet and get back to playing with ur easy bake oven. stupid parents buyin brats iphones.	3
445	if Q is there tell him he sucks. He's dark and plays suspect lol	3
446	thats the only set back  and its a bitch to send ish back	3
447	blocked. What a fucking load of old shit.	3
448	lol the fuck what concert was that	3
449	because I hate you. The last one I rewrote cuz there was a typo and it was bothering me	3
450	oops but you're forgiven. Hope they win. I Never had a good exp. with a shelter  they hate us military types. Glad you did though!	3
451	fuck yo couch	3
452	ground her now and she'll kick your ass lol	3
453	can't make up my mind. Go out w my girl vip style and leave the dog home alone till morn  stay in or go to a gay pj party	3
454	Oh  Hannah  I am so  so sorry for your loss. I've done the deathbed vigil and it sucks. I hope your pain eases with time. Love	3
455	Happy birthday you damn sexy hobo!	3
456	I'm celebrating and drinking to the fact you're an annoying fuck :)	3
457	I'm doing nothing. I was thinking about going to the Flaming Lips concert  but hate going alone.	3
458	dude the talk about universe at #LeWeb is awesome. As a nerd guy you have to watch it	3
459	Jerry IS Cowboy's problem. He won't hire real coach  'cuz then the credit wouldn't go to him. He's poster child for attn whore.	3
460	u r pussy. lulz.	3
461	don't you just hate that?! Especially when it is over the most irrelevant crap	3
462	yes. Freakin 17 and in college since i was 16 ugh! It sucks. Hah	3
463	Then why u cryn? Hate'n on me.	3
464	If it wasn't for AT&T's spotty network  I'd switch in a heartbeat. That's where Verizon kicks some serious ass.	3
465	you fart like a fucking bass drum lol	3
466	what da drilly wit dat do! ...oh  and i STILL got distribution in Japan...damn  that chick was the worst that night	3
467	yeah  but w/ that running time u'll be there 2morrow. that mmovie is long as fuck.	3
468	damn bossman  let find out u got 2 jobs. what are u  a single parent or somethin'?	3
469	"no-sign. i dont fuck with ""rats"""	3
470	http://twitpic.com/s13a - omg i hate scottiethehottie!! he is a retarded spammer!! he is photographer08 (it got deleted ...	3
471	no fuck you	3
472	I don't bother arguing that about Bush anymore because people who admire him have damn near no power post-2008 elections.	3
473	do you think you are nudging me to change my update...WHORE NAILS!	3
474	thats what you get for being a fat ass....FAT ASS...	3
475	I HATE YOU!	3
476	i've been on twitter 1 week and am about 20 shy of 500. does that make me a loser? LOL LOL LOL	3
477	well either wy thy like dick wayyy to much.	3
478	omg son i JUST figured out how to reply to youuuuuuu. i hate this lmao	3
479	fail whale?	3
480	cluster fuck indeed.	3
481	"- you can trust me to do my part to help @adam_callender win his ""biggest loser"" contest.  ;)"	3
482	Dang I hate the little buttons. GO BACK ONE TWEET!	3
483	ironic - I normally hate plastic 4 environmental reasons- this time  it actually saved some of the patterns from the wet grass	3
484	God Damn !! Ok ... How about Peter Duncan then ?	3
485	damn you overload issues! :(	3
486	that's killer. Wish it was even cool here. But it's been damn near 80 most of the week. No where near festive temps.	3
487	"ugh  yes. I am a consumer whore... ""and how!"""	3
488	SHUT THE FUCK UP!	3
489	i hear ya. iPods can get annoying with that damn clicking noise!	3
490	dude...if u didnt tell me how 2 do this fucking thing(twittr) i wud prob still b lyk nowhere with it!	3
491	Don't you just hate deciding on things.	3
492	"eddie izzard says the brits pronounce ""herb"" with the h ""because there's a fucking h in it."""	3
493	I feel like such a nerd watching this! I LOVE IT!!!!!!!!!	3
494	#NAME?	3
495	wtf? That is so gay.	3
496	Would you believe the same article said eating less helps us live longer  too? Damn those scientists!	3
497	"YOU""RE A GAY!? .... =) I &lt;3 you"	3
498	There's some dude at this bar that totally looks like you. Should I kick his ass for impersonating?	3
499	all these awesome people just flock to me. Guess I'm about cool as fuck.	3
500	@KitchenGirlJo what's the fail whale?	3
501	oh LOL I use a client so I never get the fail whale :-p	3
502	could be that I'm not typing hard enough? happened a lot more when I first got this laptop about 3 weeks ago. Sucks ass	3
503	you're a fucking bully  man.	3
504	damn son	3
505	fuck the world? Or for the win	3
506	http://is.gd/brVS (iTunes) or http://is.gd/b4yp Antrel Rolle previewed today's MIN game on the Best Damn Sports Show Podcast.	3
507	oh come on. I mean  we all love to hate MyZou  but it's one thing to hate MyZou and another to take a time machine to the 70s.	3
508	no i dont! He does. I hate his guts!!!	3
509	this makes mme smile lol. I hate him. But we still dont bring him up bc to us he is dead and non-existant.	3
510	i hope so that way i can fuck him over continuously.	3
511	your a effin cunt! Ihu!	3
512	dude that sucks man!	3
513	Im glad to meet someone with similar FREAK gifts to me.  haha	3
514	read the emacs-rails codebase and then see why emacs is just damn cool	3
515	omg omg omg! finally the shoes r coming out yay yay I want them so so so SO BAD! =) fuck cancer! =) this literary made my day	3
516	god a free cure show! damn!  I didn't know about this & I live close! ugh lucky lucky how was it??	3
517	"Girl  talked to Black Milk on the phn for an hour. Watching ""Big Bang Theory"" drunk as fuck  eating cereal & its cold in the D."	3
518	Are you out celebrating your birthday? If so  a birthday drink is ok! But don't forget the marathon. I hate being such a stickler.	3
519	Damnit.  I've started a new short story.  About a dentist. Fuck.	3
520	All of my friends are married gay  or have been burned so badly they don't want 2 even think about another relationship :o( I've	3
521	"Well  if he's a pussy  he surely isn't that man of ""substance"" your looking for lol...Don't settle when you know you want more."	3
