	tweets	pos	neg	class
331	"Fuckin hot gym pussy "" fuck yeah"	0.206	0.327	1
332	"Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https:"""	0.0	0.279	0
333	"You can call me Fireman cause I turn the hoes on."""	0.0	0.0	1
334	"I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God"	0.245	0.194	1
335	"Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that"	0.095	0.676	1
336	"And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?"	0.0	0.375	1
337	"tweety bird tho https:"""	0.0	0.0	0
338	"my pussy sweet like watermelon ""Thotermelon"	0.579	0.0	1
339	"When twitter rappers dm me their trash links """	0.0	0.0	0
340	"loud bitches annoy me"""	0.0	0.773	1
341	"Eventually every bitch turns into that hoe."" # Truuu"	0.0	0.388	1
342	""": "": I swear if oomf try talking to me tomorrow.."" @"" "" pussy"	0.0	0.107	1
343	"You bitches be pretending to be TF crazy.."" You ain't never lied..."	0.087	0.357	1
344	"k bye hoe"" um bye .."	0.0	0.0	1
345	"Jackies a retard #blondeproblems"" At least I can make a grilled cheese!"	0.0	0.316	1
346	"ima keep on giving these pussy ass niggas ah reason to hate !"""	0.131	0.541	1
347	"Photo: "" he is in sole heaven"	0.524	0.0	0
348	"Stacey Dash won  "" baddest bitch evaaaa"	0.0	0.432	1
349	"Side bitch Sunday """	0.0	0.559	1
350	"Facts what baldheaded bitch made this shit.  ""Lmao"	0.255	0.484	1
351	"Fuck wit us and then we tweakin hoe"" shmurda!"	0.0	0.387	1
352	"We actin like it's the 7th day  ""spook"	0.263	0.0	0
353	"I'll break that lil bitch neck and won't even feel sorry about it"" Savage"	0.072	0.399	1
354	"This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex "" love me some kinky scallies"	0.303	0.0	1
355	"Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too."	0.0	0.68	1
356	"I can turn yo bitch into a eaterrrrrrrrr"""	0.0	0.487	1
357	"I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn"	0.0	0.242	1
358	": Aye yall ima tryout for the bowling team frfr tryouts passed tho"" no theres two more retard"	0.0	0.207	1
359	"Now u got what u want bitch ! Enjoy it "" now this is a crazy party I would love to attend."	0.511	0.271	1
360	"colored contacts in your eyes?blinders on mine.cause i can't see you at all."" Lmao"	0.0	0.259	0
361	"Facts "": Only the dudes with hoes say they don't got hoes"""	0.0	0.0	1
362	"I'm rea start smacking bitches period !"" Bluffin at its best"	0.292	0.253	1
363	"Lifes a bitch, and then you die Thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:"	0.152	0.316	1
364	"One of us is on drugs, and its me but you're still wrong  "" hahahahahahah im a bitch sometimes (:"	0.0	0.434	1
365	"I'm feeling pretty fuckin ghetto"" Smh"	0.427	0.209	1
366	""": "": "":  swears I'm #1 man"" easily"" easily"" behind Austin"" nip?"	0.333	0.0	0
367	"This is a true ride or die bitch  "" what the fuck hahahahah"	0.156	0.622	1
368	"H.G.Wells and Charlie Chaplin "" #History #Photography"	0.0	0.0	0
369	"All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)"	0.0	0.502	1
370	"I'm about to cool faggot chill"" tf is cool nigga"	0.329	0.314	1
371	"I'm so sure bitch"" frfr tf"	0.228	0.376	1
372	"Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet."	0.0	0.0	1
373	"Got a couple bitches saying they know me But Ima let the money talk for me "" AND I'M LIKE... #WWYD"	0.153	0.185	1
374	"Grudges are for weirdos""and bitches"	0.0	0.75	1
375	"I told Mariam to but cigarettes for her birthday""You also called me trash rn"	0.0	0.0	0
376	"brownies tonight"" what kind?!?!"	0.592	0.0	0
377	"No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol"	0.211	0.452	1
378	"Ummmmmm okay "" you got hoes from left to right  do yah thang!"	0.215	0.0	1
379	"using y=mx+b to find the slope of that ass"""	0.0	0.412	1
380	"Fit lads! Nice gear! "" these scally lads n trainers would get it"	0.424	0.0	0
381	"Hell yeah bro! "" fuck yeah sexy scally lad in hot gear"	0.351	0.378	1
382	"Helping out a mate!! "" I love scally play. Fuck yeah"	0.641	0.194	1
383	"Lads being Lads! "" fuck yeah. I love scally lad action. Hot trainers too."	0.368	0.192	1
384	"Next year bitches is gonna be like you gotta promise you won't expose me """	0.326	0.204	1
385	": So hot!!  : Lick it, bitch "" fuck yeah. Eat that trainer u dirty fucker"	0.093	0.652	1
386	": Y'all think celebrity pussy different from the locals?  yeah Meghan goods is"""	0.196	0.0	1
387	"""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" "" lmaoo"	0.202	0.0	0
388	"Need these sox "" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks"	0.322	0.176	1
389	"I don't ever expose females like that.. That's childish.."" bitch nigga shiiii....."	0.2	0.192	1
390	""":  yasss""*trys new things with bestfriend*""*bitch who do you love*"	0.0	0.0	1
391	"Dude remember this wop video?  "" OMG WHERE DID YOU FIND THAT"	0.0	0.0	0
392	"Thick raw fuck "" Damn his man pussy is getting a workout."	0.0	0.47	1
393	"RAWR!!  : ""My"" sexy French scally. I love him! #frenchscally "" sexy scally woof woof"	0.519	0.0	0
394	"Nothin in life is free.. Some of you bitches need to write that on ya panties"""	0.0	0.302	1
395	"if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha"	0.303	0.275	1
396	"Niggas whole hoes out here cuz"" Couldn't had said it better.."	0.0	0.231	1
397	"Hardcore way to eat Mac and cheese1. Boil water 2. Snort cheese powder3. Drink boiling water 4. Fuck bitches"""	0.0	0.346	1
398	"#YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there"	0.0	0.448	1
399	"annoying bitch that I love "" JUDYANN'S SO PRETTY!!!!!"	0.496	0.312	1
400	"""Lmao bitch got on some huggies"	0.364	0.355	1
401	"Hi bitch No bitchBye bitch"""	0.0	0.766	1
402	"does he look like a bitch?"""	0.301	0.458	1
403	"Chase money  not  hoes  """	0.0	0.0	1
404	"can't stand a ""I don't know what I want"" ass nigga "" bitch*"	0.0	0.321	1
405	""": "": I'm on my way "" love a #chav""hot"" sexy scally fucker."	0.347	0.196	1
406	"These newly gay bitches don't kno how shit works"""	0.212	0.282	1
407	"When a bitch don't want a real job they just become strippers lol"" lol."	0.318	0.285	1
408	"Awww Meat Meat In His Feelins""i ainn n my feelings bitch"	0.0	0.297	1
409	"I Want Snake Bites , MY Industrial Piercin  A Tattoo""Dem hoe accessories dea"	0.106	0.0	1
410	"Baby albino  """	0.0	0.0	0
411	"these hoes ain't loyal."""	0.0	0.39	1
412	"YASSSSSS, ORDERED CHINESE "" bitch you just ate tacos you fat fuck"	0.0	0.51	1
413	"I made that bitch lunch. "" Bitches love lunch."	0.264	0.484	1
414	"""A pussy a day keeps the devil away"" -"	0.0	0.423	1
415	"""Ain't that about a bitch""... What does that mean?"	0.305	0.0	1
416	"""All these bitches want a baby, I don't want no children."""	0.208	0.312	1
417	"""And bitch you must be lost"""	0.0	0.604	1
418	"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do"	0.117	0.178	1
419	"""Bae"" sounds like such a ghetto word. Use something else"	0.217	0.0	0
420	"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself."	0.0	0.374	1
421	"""Bleed out hoe!!!"" -Alexa"	0.0	0.0	1
422	"""Boolin' in the bando wit a few bitches"""	0.0	0.438	1
423	"""Brownies for my brownie"" I love this movie."	0.457	0.0	0
424	"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday"	0.0	0.421	1
425	"""By the way we do punch bitches."""	0.0	0.438	1
426	": https:""theres so much this bitch looks like. Lets start with ape shit"""	0.132	0.392	1
427	"We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https:"	0.211	0.0	0
428	"""Dad say hi to my snapchat"" Dad "" duces bitch"""	0.0	0.275	1
429	"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"""	0.166	0.139	1
430	"""Don't know no ugly bitches! Don't know no broke niggas!""--"	0.545	0.0	1
431	"""Don't make me make you fall in live with a nigga like meee..."" The birds 12 are my favorite songs by Weeknd"	0.256	0.0	1
432	"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""	0.188	0.148	1
433	"""Don't you ever give my pussy away. You keep it tight, alright?"""	0.154	0.0	1
434	"""Dumb bitches do dumb things"""	0.0	0.778	1
435	"""Eat the pussy like a real nigga hungry"""	0.263	0.0	1
436	"""Everything look better with a bitch next to it"""	0.248	0.325	1
437	"Who cares if you a hoe when your ass looks like this? """	0.423	0.269	1
438	"""For every bad bitch there is a nigga tired of fucking her"""	0.0	0.63	1
439	"""Foreign chick, no lie.. Man that bitch Beautiful"""	0.285	0.277	1
440	"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku"""	0.0	0.531	1
441	"""Get me that shit bitch you is fine bear"""	0.136	0.561	1
442	"""Get your ass back to Detroit ya fuckin' wigger!"""	0.0	0.322	1
443	"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe"""	0.404	0.134	1
444	"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please"	0.152	0.252	1
445	"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?"""	0.0	0.0	1
446	"""He a bitch for hitting that hoe"""	0.0	0.432	1
447	"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus"	0.219	0.0	1
448	"""He wanna be my nigga, but I'm just trinna be his savings account ""  omg imma funny ass bitch man, but that's Real Shit"	0.101	0.378	1
449	"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone"	0.198	0.0	1
450	"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays"	0.0	0.223	1
451	"""Hey pussy you still there?"""	0.0	0.0	1
452	"""How hotter than is it?"" ""A bitch."""	0.0	0.388	1
453	"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em"""	0.0	0.0	1
454	"""How you doing, crazy bitch?"" is hilarious!"	0.221	0.532	1
455	"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!""Like, negro... one of the first things they LOOK at is shoes, dog"	0.0	0.441	1
456	"""I am a thrill billy..with a hillbilly heart."" -. HAHAHAHAHA Jesus Murphy!"	0.259	0.0	0
457	"""I call him my bitch"""	0.0	0.559	1
458	"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa"	0.0	0.218	1
459	"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista"	0.0	0.302	1
460	"""I don't love these hoes, baby It's me and you forever"""	0.0	0.296	1
461	"""I dont even need a picture of tamar, that bitch is beat in every picture"""	0.0	0.275	1
462	"""I dont have hoes"""	0.0	0.0	1
463	"""I found a new way to chug you have to open your mouth alot"" #shitallysays"	0.0	0.0	0
464	"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her"""	0.141	0.406	1
465	"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi"""	0.118	0.36	1
466	"""I got a sister, she told me stop calling women bitches.."""	0.0	0.216	1
467	"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!"	0.0	0.529	1
468	"""I had a bitch that had a bitch, had the bitch eating halibut.."" -  #FreshRhymes #JerkSquad #SlowStir"	0.0	0.62	1
469	"""I have this lady-loveShe's married, but I still wanna bang herShe won't have sex with meWhat a bitch"" ~A troubadour, probably"	0.153	0.0	1
470	"""I heard you was looking for Candy Man, bitch"""	0.0	0.388	1
471	"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams"	0.21	0.296	1
472	"""I just got a number 3 I'm a bitch boy"""	0.129	0.376	1
473	"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?"""	0.173	0.379	1
474	"""I only be with older men cause they're more mature""That supposed to fool us bitch?"	0.151	0.362	1
475	"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand."""	0.49	0.255	1
476	"""I said i don't like it, it tastes like wolf pussy"" ""what? How do you even know what that tastes like"""	0.0	0.327	1
477	"""I taught myself how to eat pussy, and cut my own hair""""I taught myself how to eat pussy hair""Name the movie"	0.0	0.13	1
478	"""I used to dress up like a cop too.""""Oh really?""""Yeah...right after 9/11...mad pussy.""""Really?""""Yes...I'll NEVER FORGET."""	0.278	0.085	1
479	"""I went to jail for a flock,  came home wit a strike.. You went to jail as a bitch, came home as a dike""-"	0.0	0.202	1
480	"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique  separate phrases I overheard a relative saying when I was younger."	0.0	0.414	1
481	"""I woke up like thi-"" bitch go back to bed"	0.188	0.286	1
482	"""I would rather you call me bitch than sir"" -my manager"	0.0	0.322	1
483	"""I'll beat on that pussy so hard"""	0.0	0.219	1
484	"""I'm a funky ass honkey."" -  's shout out to  tonight before ""Cabaret""  #JT2020Tour"	0.0	0.308	1
485	"""I'm comparing KFC to the pussy"""	0.0	0.0	1
486	"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot"	0.192	0.125	1
487	"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em"""	0.221	0.219	1
488	"Stop wasting prayers on trash teams lol"""	0.239	0.419	1
489	"""I'm probably your main bitch chocolate dipped cinnamon apple"""	0.0	0.297	1
490	"Sit his bitch ass, I'm fed up bro  "": Geno threw yet another pick smh"""""	0.0	0.444	1
491	"""I'm sorry I fucked yo bitch... But she really dig a nigga"""	0.0	0.514	1
492	"""IBS"" irritable bitch syndrome."	0.0	0.633	1
493	"""If you love her then hide yo bitch so you'll keep shorty."""	0.251	0.329	1
494	"""If you're a bad bitch put your hands up high"" Every girl in the room starts waving there hands around."	0.0	0.343	1
495	"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct"	0.094	0.361	1
496	"""In My Mind""Gotta be the dumb hoe anthem..."	0.0	0.248	1
497	"""Is that an albino Mexican?""""No dad, he's Asian."""	0.0	0.18	0
498	"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry"	0.295	0.257	1
499	"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive  blind bitch. We know ur husband cheated on u. Ramona is dumb!!!"	0.0	0.523	1
500	"""It's never too late to tag a bitch.""-"	0.305	0.0	1
501	"""Julia Roberts, you're a ho""  #NottingHill"	0.0	0.0	1
502	"""Just follow the yellow brick twitter."""	0.0	0.0	0
503	"If your pussy is good but my mama dont like you? Guess who gotta go..my mama."""	0.193	0.141	1
504	Scientists create remote-controlled chick to study shy penguins	0.231	0.22	0
505	"""Let's do nips ahoy and spank me maybe"""	0.0	0.0	1
506	"""Let's kill cracker babies!"". WTF did I just hear???????? WOW."	0.206	0.476	1
507	"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?"""	0.116	0.326	1
508	": Pound cake look like pussy  """	0.333	0.0	1
509	"The d.rose adidas are lighter than my phone .... Shit is retarded"""	0.0	0.51	1
510	hoe leg ik die weer uit.	0.0	0.438	0
